"Age","Preferred.Tour.Duration","Accessibility","Site.Name","Tour.Duration","Tourist.Rating","System.Response.Time","Recommendation.Accuracy","VR.Experience.Quality","Satisfaction"
24,6,"False","Colosseum",6,2.9,1.73,91,4.6,3
24,3,"False","Great Wall of China",2,2.3,1.92,88,4.1,3
32,6,"False","Eiffel Tower",4,2.3,1.85,100,5,3
27,5,"False","Great Wall of China",3,2.3,3.11,87,4.1,3
38,6,"True","Taj Mahal",4,3.5,1.51,100,4.9,4
25,7,"True","Great Wall of China",6,2.2,3.41,98,4.7,3
42,4,"True","Eiffel Tower",1,2.8,1.62,100,4.9,3
29,4,"True","Machu Picchu",1,3.4,3.33,100,4.5,3
36,3,"False","Machu Picchu",2,3.8,1.63,86,4.7,4
52,7,"False","Taj Mahal",1,4.2,4.68,85,4.5,4
60,6,"False","Eiffel Tower",5,1.9,1.52,98,4.6,3
35,6,"True","Great Wall of China",6,4.8,4.18,86,4.3,5
20,3,"False","Great Wall of China",4,3.8,3.07,100,4.4,4
60,7,"False","Great Wall of China",4,2.8,2.84,86,4.4,3
29,3,"True","Machu Picchu",7,4,2.22,96,4.4,4
41,6,"False","Machu Picchu",5,4.5,4.41,93,4.1,5
28,7,"True","Machu Picchu",6,3.5,4.82,90,4,4
33,4,"True","Colosseum",6,2.6,2.03,93,4.5,3
29,7,"True","Taj Mahal",3,1.7,4.5,91,4.9,3
44,8,"True","Eiffel Tower",4,1.6,4.49,96,4.7,3
39,7,"True","Taj Mahal",3,2.2,4.99,87,4.4,3
23,5,"False","Colosseum",5,1.4,4.15,99,4.1,3
53,5,"True","Machu Picchu",5,1.1,3.76,86,4.4,3
48,7,"False","Machu Picchu",7,3.8,1.88,89,4.9,4
52,6,"False","Taj Mahal",4,2.6,3.28,87,4.6,3
25,7,"False","Great Wall of China",7,3.3,3.15,89,4.1,3
64,5,"True","Taj Mahal",7,1.7,3.75,92,4.5,3
65,4,"False","Eiffel Tower",2,1.8,4.13,90,4.9,3
31,5,"False","Eiffel Tower",5,4.3,2.82,98,4.2,4
31,8,"False","Machu Picchu",7,4.1,4.02,88,4.2,4
69,3,"True","Great Wall of China",4,3.7,4.92,89,4.4,4
23,3,"True","Great Wall of China",6,4.1,4.45,87,4.6,4
46,7,"False","Machu Picchu",5,3.4,2.5,100,4.7,3
41,5,"False","Machu Picchu",7,2.9,3.63,91,4.6,3
22,5,"False","Colosseum",5,1.3,2.82,85,4.5,3
33,6,"True","Machu Picchu",5,1.2,4.44,93,4.1,3
21,6,"True","Taj Mahal",1,1.3,4.79,90,4.2,3
63,7,"True","Eiffel Tower",1,4.1,3.43,98,4.6,4
24,6,"True","Taj Mahal",5,2.9,1.99,95,4.8,3
19,8,"True","Taj Mahal",3,2.9,4.38,93,4.1,3
65,5,"True","Great Wall of China",1,3.5,4.46,90,4.3,4
61,8,"False","Great Wall of China",6,3.5,3,100,4.2,4
24,6,"False","Taj Mahal",3,3.3,4.86,92,4.6,3
40,7,"True","Great Wall of China",2,4.1,4.56,93,4.5,4
26,5,"True","Colosseum",5,4.3,3.8,85,4.5,4
46,3,"True","Eiffel Tower",3,1.1,4.14,93,4.5,3
56,7,"False","Eiffel Tower",6,1.5,3.1,86,4.2,3
55,3,"True","Colosseum",6,3.2,3.29,85,4,3
26,6,"False","Eiffel Tower",4,4.4,1.85,93,4.1,4
68,7,"False","Great Wall of China",6,1.8,3.55,97,4.3,3
46,7,"False","Colosseum",4,2,4.23,85,4,3
61,7,"False","Machu Picchu",2,4.1,4.91,97,4.4,4
37,5,"False","Eiffel Tower",4,4.1,1.59,95,4.8,4
58,7,"False","Colosseum",3,1.9,1.76,99,4.1,3
48,6,"False","Colosseum",5,4.3,3.61,85,4.6,4
26,4,"True","Great Wall of China",5,1.6,1.65,99,4,3
48,6,"False","Eiffel Tower",6,3.7,4.68,88,4.7,4
38,8,"False","Taj Mahal",3,1.8,2.9,89,4.2,3
36,7,"False","Eiffel Tower",4,3.2,2.3,93,4.6,3
65,8,"False","Taj Mahal",5,2.5,3.3,96,4.8,3
30,3,"False","Great Wall of China",5,2.5,2.63,89,4,3
37,4,"True","Eiffel Tower",6,2.2,2.64,94,5,3
40,8,"True","Colosseum",2,2.1,3.86,98,4.6,3
58,7,"False","Great Wall of China",2,5,1.9,88,4.3,5
21,6,"False","Eiffel Tower",3,1,2.27,98,4.1,3
70,5,"True","Colosseum",3,1.9,2.83,92,4.1,3
58,6,"False","Eiffel Tower",2,3.9,3.61,85,4.7,4
18,7,"False","Eiffel Tower",2,1.8,2.91,92,4.8,3
47,4,"False","Colosseum",3,2.5,3.57,90,4.5,3
20,6,"True","Eiffel Tower",6,4.7,4.28,100,4.3,5
30,3,"True","Taj Mahal",6,4.6,1.53,89,4.8,5
32,8,"True","Colosseum",2,3.2,3.08,88,4.1,3
52,5,"True","Taj Mahal",5,1.2,3.66,100,4.8,3
26,4,"False","Eiffel Tower",7,4.6,2.78,95,4.3,5
25,5,"True","Colosseum",8,1.6,3.34,91,4.9,3
34,5,"True","Taj Mahal",8,4.7,2.91,90,4.4,5
57,3,"False","Colosseum",1,2.2,2.51,97,4.8,3
41,8,"False","Colosseum",2,2.8,4.18,86,4.2,3
53,5,"False","Machu Picchu",1,1.4,3.46,95,4.8,3
20,8,"True","Taj Mahal",4,4.2,1.54,91,4.4,4
45,4,"False","Taj Mahal",3,3.6,2.37,88,4.2,4
25,6,"True","Eiffel Tower",5,2.8,1.96,92,4.7,3
48,6,"False","Colosseum",3,1.4,4.91,94,4.5,3
24,7,"False","Machu Picchu",3,4.5,1.94,95,4.5,5
25,6,"False","Machu Picchu",5,4.2,1.89,98,4.2,4
25,3,"False","Machu Picchu",3,4.3,4.24,87,4.9,4
37,6,"False","Machu Picchu",5,2.3,1.5,96,4.6,3
40,7,"False","Machu Picchu",6,4.7,4.37,100,4,5
63,5,"True","Great Wall of China",5,1.8,3.21,99,4.9,3
37,7,"False","Taj Mahal",2,1.2,4.65,85,4.2,3
46,6,"False","Great Wall of China",3,3.1,3.94,90,4.3,3
28,3,"False","Great Wall of China",5,4.4,3,100,4.9,4
65,4,"False","Machu Picchu",3,1.8,4.85,96,4.8,3
65,4,"True","Machu Picchu",6,1.4,2.76,100,4.3,3
38,5,"False","Colosseum",3,3.5,3.09,86,4.7,4
21,6,"True","Great Wall of China",6,1.5,3.32,100,4.1,3
56,8,"True","Colosseum",2,1.7,2.17,100,4.7,3
57,4,"True","Machu Picchu",9,4.7,3.61,89,4.9,5
42,3,"False","Machu Picchu",8,2.8,2.48,92,4.8,3
18,4,"True","Taj Mahal",6,4.9,4.47,85,4.7,5
59,7,"False","Colosseum",2,3.2,4.4,90,4.9,3
56,7,"True","Eiffel Tower",3,1.9,2.58,98,4.4,3
51,8,"True","Colosseum",8,4.8,2.12,86,4.7,5
43,4,"True","Colosseum",3,3.7,2.4,95,4.9,4
32,4,"False","Taj Mahal",4,1.6,4.29,99,4.2,3
41,8,"True","Eiffel Tower",3,1.5,2.01,85,4.9,3
34,3,"True","Colosseum",4,2.8,2.54,100,4.3,3
31,3,"False","Great Wall of China",1,4.4,2.96,89,4.4,4
40,3,"False","Colosseum",3,4.1,4.66,98,4.1,4
54,6,"True","Great Wall of China",3,4,4.07,100,4.7,4
46,3,"True","Eiffel Tower",6,4.3,4.14,99,4.7,4
60,6,"False","Machu Picchu",4,2.6,3.8,99,4,3
33,3,"True","Colosseum",2,2.5,2.73,98,4.9,3
26,6,"True","Machu Picchu",5,4.8,3.36,91,4.9,5
47,3,"True","Taj Mahal",3,2.2,2.48,96,4.1,3
40,6,"True","Great Wall of China",4,2.3,3.92,92,4.1,3
65,7,"False","Eiffel Tower",5,4.6,2.05,87,4.6,5
42,8,"True","Eiffel Tower",2,3.5,1.52,91,4.6,4
18,7,"True","Taj Mahal",4,4.3,4.28,95,4.4,4
53,7,"False","Machu Picchu",3,4.4,1.8,85,4.2,4
34,3,"True","Colosseum",5,2.8,3.52,91,4,3
33,4,"False","Eiffel Tower",3,1.2,3.85,87,4.5,3
29,7,"False","Colosseum",2,4.9,1.65,99,4.8,5
58,7,"True","Colosseum",7,4.6,2.09,99,4.9,5
30,4,"False","Machu Picchu",4,1.7,3.12,99,5,3
56,3,"True","Machu Picchu",5,2.3,1.56,94,4.4,3
30,8,"False","Colosseum",2,1.6,2.48,86,4.1,3
55,8,"False","Colosseum",9,3.5,2.23,86,4.1,4
31,3,"False","Machu Picchu",6,3.3,2.58,97,4.7,3
28,7,"True","Taj Mahal",5,1.1,3.59,94,4.7,3
57,5,"False","Great Wall of China",3,4.1,1.95,85,4.2,4
51,4,"True","Great Wall of China",4,1.4,2.95,96,4.2,3
62,8,"True","Machu Picchu",5,3.6,4.62,100,4.4,4
58,4,"False","Colosseum",3,1.7,3.02,92,4.4,3
52,8,"False","Eiffel Tower",2,4.7,2.43,85,4.6,5
43,7,"True","Colosseum",9,4.7,3.1,93,4.5,5
59,5,"False","Colosseum",1,2.8,3.13,87,4.6,3
50,8,"True","Colosseum",3,3.6,3.99,93,4.5,4
47,8,"True","Great Wall of China",8,1.9,4.39,90,4,3
30,8,"True","Great Wall of China",7,3.9,3.03,99,4.6,4
53,6,"True","Colosseum",3,1.1,3.97,100,4.4,3
31,6,"True","Taj Mahal",2,3,1.55,100,4.6,3
37,6,"True","Colosseum",3,4.6,3.28,100,4,5
23,4,"True","Great Wall of China",7,1.1,4.28,92,4.4,3
28,5,"True","Eiffel Tower",6,3.6,4.33,98,4,4
28,6,"True","Eiffel Tower",3,1.5,1.9,94,4.1,3
51,8,"True","Colosseum",6,3.7,1.6,95,4.7,4
46,6,"False","Machu Picchu",2,3.1,2.99,88,4.8,3
65,8,"True","Taj Mahal",2,4.8,4.18,85,4.7,5
60,4,"True","Eiffel Tower",4,3.5,1.6,100,4.9,4
52,6,"True","Machu Picchu",5,3.4,2.23,90,4.7,3
46,6,"True","Eiffel Tower",6,4.5,3.66,91,4.7,5
36,6,"False","Machu Picchu",5,1.1,3.06,93,4.4,3
21,3,"True","Colosseum",2,2.5,1.59,88,4.1,3
35,3,"False","Eiffel Tower",4,3.7,3.43,85,4.7,4
51,8,"False","Great Wall of China",5,4.4,4.14,94,4.6,4
25,8,"False","Eiffel Tower",6,1.4,3.3,100,4.5,3
47,6,"False","Colosseum",5,3.3,3.19,96,4.6,3
30,4,"True","Great Wall of China",2,4.5,3.59,91,4.5,5
24,6,"False","Colosseum",8,4.5,3.69,85,4.5,5
53,4,"False","Eiffel Tower",8,3.8,3.93,100,4.2,4
53,5,"True","Colosseum",1,3.2,2.73,86,4.2,3
23,3,"False","Taj Mahal",3,1.4,4.46,93,4.5,3
59,8,"False","Taj Mahal",4,1.3,1.8,89,4.3,3
39,5,"False","Great Wall of China",4,4.5,3.98,94,4.5,5
32,4,"False","Great Wall of China",5,1.2,3.3,96,4.4,3
49,6,"True","Taj Mahal",7,3.8,4.41,86,4.1,4
51,7,"False","Eiffel Tower",1,4.9,4.56,97,4.3,5
36,4,"False","Machu Picchu",1,1,4.46,90,4.3,3
38,7,"False","Great Wall of China",4,1.4,3.91,92,4.2,3
21,6,"True","Colosseum",4,2,2.26,91,4,3
46,5,"False","Machu Picchu",7,1.2,4.13,93,4.9,3
58,7,"False","Great Wall of China",8,4.3,4.72,92,5,4
47,4,"False","Colosseum",6,3.9,2.84,86,5,4
49,4,"True","Colosseum",3,3.6,2.27,94,4.2,4
25,3,"False","Colosseum",4,1.9,4.2,97,4.1,3
45,7,"False","Great Wall of China",6,2.8,4.67,93,4.2,3
49,5,"True","Taj Mahal",2,4.1,4.05,85,4.6,4
31,8,"False","Colosseum",3,4.5,3.9,99,4.1,5
26,6,"False","Taj Mahal",2,3.3,3.74,85,4.5,3
44,8,"True","Colosseum",3,4.9,3.77,99,4.7,5
29,3,"False","Eiffel Tower",2,4.4,3.69,93,4.2,4
32,3,"True","Colosseum",8,4.9,1.72,98,4.5,5
40,7,"True","Colosseum",5,3.1,3.87,97,4.4,3
18,5,"False","Great Wall of China",2,5,4.42,90,4.8,5
53,4,"False","Taj Mahal",6,3.6,4.64,96,5,4
61,7,"False","Great Wall of China",6,4.8,4.33,86,4.7,5
68,7,"True","Taj Mahal",2,1.3,4.82,91,4.6,3
35,6,"False","Great Wall of China",3,4.2,3.33,98,4.5,4
29,7,"False","Eiffel Tower",4,4.3,3.27,88,4.7,4
38,7,"True","Machu Picchu",2,2.8,4.65,85,4.1,3
58,5,"False","Great Wall of China",4,3.9,3.16,98,4.4,4
31,6,"True","Colosseum",1,1.1,2.86,89,4.2,3
56,7,"False","Eiffel Tower",6,2.8,4.83,88,4.1,3
37,8,"False","Taj Mahal",3,4.7,3.69,89,4.9,5
42,8,"False","Taj Mahal",6,4.5,3.97,85,4.4,5
40,5,"True","Machu Picchu",2,4.9,3.06,95,4.2,5
25,4,"False","Great Wall of China",6,1.3,3.34,97,4.5,3
46,4,"False","Eiffel Tower",4,3.8,3.21,99,4.7,4
32,5,"False","Eiffel Tower",8,4.7,4.94,86,4.5,5
52,8,"True","Great Wall of China",6,3.1,1.58,92,4.5,3
55,6,"False","Machu Picchu",6,1.1,2,96,4.9,3
67,8,"False","Eiffel Tower",3,2.6,3.55,98,4.2,3
64,3,"False","Taj Mahal",9,3.4,4.4,88,4.8,3
18,6,"False","Eiffel Tower",4,1.6,3.75,88,4.9,3
35,6,"True","Colosseum",2,3.5,1.83,87,4.8,4
36,6,"True","Colosseum",4,1.4,3.33,90,4.4,3
38,5,"False","Taj Mahal",1,4.3,2.01,93,4.4,4
32,6,"False","Machu Picchu",3,3.7,1.77,99,4.7,4
33,5,"True","Great Wall of China",3,1.5,3.79,100,4.1,3
54,7,"False","Machu Picchu",2,2.2,2.86,88,4.1,3
28,6,"False","Eiffel Tower",4,4.9,4.67,100,5,5
44,3,"True","Eiffel Tower",1,4.5,2.08,88,4,5
21,3,"False","Colosseum",7,4.7,4.29,91,4.2,5
34,7,"False","Taj Mahal",5,4.4,1.79,93,4.5,4
45,3,"True","Taj Mahal",6,3,2.4,92,4.5,3
64,4,"False","Machu Picchu",2,1.3,4.75,94,4.3,3
33,8,"True","Taj Mahal",6,4.1,2.74,97,4.9,4
23,5,"False","Colosseum",3,2.1,3.51,98,4.6,3
34,8,"False","Great Wall of China",3,3.4,4.56,94,4.9,3
20,3,"False","Machu Picchu",3,1.5,1.88,98,4.2,3
29,6,"True","Colosseum",6,3.4,2.46,100,4.8,3
69,7,"False","Great Wall of China",4,4.3,4.52,85,4.2,4
53,4,"True","Machu Picchu",3,3.4,2.7,93,4.8,3
18,3,"True","Colosseum",3,1.1,4.98,89,4.8,3
35,5,"True","Taj Mahal",1,4,1.98,91,4.7,4
33,3,"True","Taj Mahal",3,3.1,2.65,87,4.7,3
33,6,"True","Taj Mahal",2,3.8,1.73,86,4.4,4
60,3,"False","Machu Picchu",4,4.4,3.64,85,4.3,4
53,5,"True","Great Wall of China",4,1,1.71,95,4.2,3
66,8,"False","Machu Picchu",2,3.7,3.42,89,4.2,4
68,6,"True","Eiffel Tower",3,4.3,3.06,95,4.2,4
68,4,"True","Machu Picchu",2,3.3,3.44,88,4.6,3
54,3,"True","Machu Picchu",6,2.6,1.55,92,4.4,3
43,6,"False","Eiffel Tower",6,1.1,3.36,86,4.5,3
29,8,"False","Great Wall of China",5,1.3,4.69,91,4.7,3
31,8,"False","Machu Picchu",6,2,2.08,91,4.4,3
44,7,"True","Eiffel Tower",2,2.6,4.94,100,4.6,3
39,5,"False","Machu Picchu",4,2.5,2.03,87,4.4,3
56,3,"False","Great Wall of China",7,4.6,3.12,98,4.3,5
24,6,"True","Great Wall of China",1,4.3,4.32,95,4.1,4
43,3,"True","Colosseum",3,2.4,3.03,92,4.6,3
57,4,"True","Eiffel Tower",4,1.3,2.91,85,4,3
69,7,"False","Eiffel Tower",6,2.3,1.93,87,4.7,3
47,5,"False","Machu Picchu",4,2,2.08,93,4.7,3
55,5,"False","Eiffel Tower",3,3.6,4.84,97,4.8,4
31,3,"True","Colosseum",5,5,3.1,86,4.5,5
30,3,"True","Machu Picchu",7,1.1,2.52,88,4.9,3
57,5,"False","Eiffel Tower",2,2.2,4.94,89,4.1,3
28,8,"False","Great Wall of China",3,3.9,4.48,88,4.1,4
44,7,"True","Great Wall of China",2,1.2,1.64,93,4.5,3
56,3,"True","Machu Picchu",2,2.5,4.2,95,4.2,3
35,3,"False","Colosseum",8,2.7,3.05,95,5,3
50,7,"True","Colosseum",6,4.6,3.42,95,4.2,5
45,4,"False","Colosseum",4,2.9,1.72,89,5,3
49,4,"True","Machu Picchu",2,3.6,3.4,98,4.8,4
33,5,"True","Machu Picchu",3,3.3,4.18,87,4.8,3
36,7,"True","Machu Picchu",3,2.5,5,92,4.1,3
53,8,"False","Machu Picchu",1,2.3,3.38,96,4.9,3
70,8,"True","Colosseum",2,4.3,3.95,97,4.6,4
19,6,"True","Colosseum",4,3.5,1.52,96,4.5,4
48,5,"False","Great Wall of China",5,4.4,3.59,98,4.3,4
50,3,"True","Machu Picchu",3,1.1,4.28,87,4.6,3
51,3,"False","Machu Picchu",4,4,4.07,95,4.7,4
63,8,"True","Eiffel Tower",3,3.1,4.04,89,4.7,3
33,5,"True","Eiffel Tower",5,3.5,4.89,98,4.3,4
51,7,"True","Machu Picchu",4,2.5,3.46,98,5,3
63,7,"False","Great Wall of China",4,2.8,3.37,91,4.6,3
21,3,"True","Colosseum",4,2.1,4.67,98,4,3
26,7,"False","Taj Mahal",1,1.5,4.88,98,4,3
35,8,"True","Eiffel Tower",7,4.6,4.97,95,4.9,5
55,3,"True","Taj Mahal",5,2.3,3.98,92,4.5,3
37,4,"True","Colosseum",2,2.1,4,99,4.1,3
30,4,"False","Eiffel Tower",2,4.9,3.74,100,4.4,5
67,7,"False","Great Wall of China",6,2.2,2.66,92,4,3
36,5,"False","Great Wall of China",1,3.1,2.13,94,4.7,3
25,8,"True","Eiffel Tower",8,4.6,2.74,93,4.2,5
22,7,"True","Eiffel Tower",4,4.9,4.02,86,4.6,5
41,6,"True","Eiffel Tower",2,3.7,3.23,98,4.3,4
57,7,"False","Machu Picchu",3,1.1,4.68,93,4.5,3
20,8,"True","Colosseum",5,4,3.22,94,4.9,4
29,4,"True","Taj Mahal",4,3.8,2.34,93,4.5,4
51,5,"True","Colosseum",6,3,2.41,95,4.9,3
43,4,"True","Taj Mahal",5,3.9,2.61,88,4.1,4
57,5,"True","Machu Picchu",5,3.1,2.93,97,4.4,3
58,5,"True","Colosseum",7,3.1,3.33,96,4.7,3
61,5,"True","Machu Picchu",8,3.2,2.51,94,4.5,3
19,5,"True","Eiffel Tower",5,2.3,3.22,87,4.8,3
59,3,"True","Colosseum",6,2.1,3.57,95,4.4,3
66,4,"False","Colosseum",3,2.4,2.49,86,4.3,3
27,3,"False","Eiffel Tower",5,4.3,4.74,90,4.7,4
28,8,"True","Colosseum",3,1.8,2.26,90,4.8,3
23,6,"False","Great Wall of China",3,4.5,3.37,95,4.1,5
44,8,"False","Great Wall of China",5,4.4,4.37,88,4.4,4
25,5,"True","Taj Mahal",7,1.2,3.69,97,4.5,3
46,6,"True","Taj Mahal",5,3.2,1.65,85,4.8,3
45,8,"True","Eiffel Tower",5,4.6,1.78,93,4.1,5
39,4,"True","Great Wall of China",7,3.7,3.17,93,4.6,4
32,3,"True","Colosseum",5,1.8,4.34,88,4.7,3
27,6,"True","Eiffel Tower",3,1.8,3.83,92,4.5,3
69,4,"True","Eiffel Tower",4,3.5,3.24,89,4.8,4
43,7,"False","Machu Picchu",4,1.8,4.6,96,4.2,3
37,6,"True","Machu Picchu",3,2.6,2.06,85,4.7,3
44,5,"False","Great Wall of China",4,2.9,4.81,90,4.9,3
51,5,"True","Eiffel Tower",4,3.6,2.49,97,4.6,4
31,8,"True","Great Wall of China",5,1.7,1.89,87,4.1,3
29,7,"True","Great Wall of China",6,1.5,3.1,87,4.2,3
19,7,"False","Eiffel Tower",6,1.3,2.29,98,4.2,3
55,8,"True","Machu Picchu",2,3.2,3.11,96,4.8,3
57,6,"True","Eiffel Tower",5,2.4,3.54,91,4.9,3
67,3,"True","Machu Picchu",2,4.7,4.19,91,4.7,5
39,6,"True","Eiffel Tower",8,2.9,3.35,90,4.3,3
63,4,"True","Eiffel Tower",7,3.7,2.88,94,4.7,4
68,3,"False","Great Wall of China",3,4.8,2.73,100,4.2,5
63,7,"False","Colosseum",5,1.3,2.55,99,4.6,3
64,6,"True","Machu Picchu",6,3.1,4.33,96,4.8,3
29,6,"True","Colosseum",2,4,3.25,96,4.2,4
52,5,"True","Machu Picchu",7,3.5,2.19,91,4.6,4
47,8,"False","Machu Picchu",6,4.2,3.78,87,4.2,4
40,7,"False","Taj Mahal",3,2.6,4.53,100,4.1,3
22,3,"True","Taj Mahal",2,4.1,4.32,99,4.8,4
65,7,"False","Great Wall of China",4,2.7,4.99,94,4.4,3
67,5,"True","Great Wall of China",1,1,3.06,99,4.2,3
34,7,"False","Eiffel Tower",2,3.5,4.65,90,4.9,4
42,3,"True","Eiffel Tower",5,2.5,4.78,97,4.3,3
21,6,"True","Great Wall of China",3,2.4,3.96,97,4.7,3
66,4,"True","Great Wall of China",5,3.2,4.39,95,4.4,3
31,5,"False","Machu Picchu",2,2.5,4.05,94,4.1,3
32,3,"False","Taj Mahal",3,3.2,1.61,86,4.2,3
40,7,"False","Machu Picchu",7,3.3,1.62,97,4.3,3
33,5,"False","Colosseum",4,5,4.21,99,4.8,5
42,8,"False","Taj Mahal",5,2.5,3.16,100,4.5,3
53,8,"False","Taj Mahal",5,4.5,3.89,99,4.6,5
25,6,"True","Taj Mahal",4,4.5,1.92,93,4.7,5
22,4,"False","Machu Picchu",1,1.9,3.52,97,4.5,3
45,7,"False","Colosseum",4,2.3,2.63,94,4.9,3
19,8,"False","Eiffel Tower",2,3,4.34,94,4.8,3
20,7,"False","Eiffel Tower",7,4.9,2.87,86,4.4,5
46,3,"False","Great Wall of China",5,3.9,4.24,89,4.3,4
33,3,"False","Eiffel Tower",6,3.1,3.61,100,4.6,3
28,6,"True","Taj Mahal",2,3.6,2.08,88,4.8,4
35,7,"True","Taj Mahal",3,3.2,2.52,87,4.1,3
45,5,"False","Taj Mahal",4,4,3.07,91,4.7,4
23,3,"False","Great Wall of China",5,4.6,3.15,95,4.6,5
28,5,"False","Great Wall of China",7,1.6,2.73,95,4.2,3
55,7,"False","Machu Picchu",6,4,2.02,93,4.4,4
20,7,"False","Great Wall of China",4,1.2,2.68,94,4.8,3
60,5,"True","Eiffel Tower",6,1.5,3.62,96,4.1,3
43,5,"False","Eiffel Tower",3,2.5,1.5,96,4.5,3
50,4,"False","Taj Mahal",4,4.1,4.14,93,4.7,4
47,5,"True","Eiffel Tower",3,3.7,1.89,100,4.6,4
25,3,"True","Eiffel Tower",6,3.5,3.77,93,4.2,4
50,7,"True","Machu Picchu",7,2.2,1.68,86,4.3,3
40,5,"True","Machu Picchu",4,1.8,3.54,85,4.3,3
38,4,"False","Great Wall of China",4,4,3.04,92,4.9,4
49,8,"False","Colosseum",6,4.6,4.4,93,4.2,5
33,4,"True","Taj Mahal",2,3.6,3.55,88,4.8,4
69,5,"True","Colosseum",3,4.8,3.21,87,4.6,5
62,3,"True","Colosseum",3,2.2,4.31,87,4.9,3
40,4,"True","Taj Mahal",4,3.2,4.36,94,4.3,3
57,7,"True","Eiffel Tower",1,4.9,4.46,94,4.8,5
48,3,"False","Eiffel Tower",5,1.7,1.75,92,4.3,3
61,5,"True","Great Wall of China",2,1.2,1.77,100,4.6,3
38,3,"True","Eiffel Tower",2,3.8,3.52,91,4.9,4
55,4,"True","Eiffel Tower",7,2.5,1.62,94,4.9,3
44,8,"True","Colosseum",6,1.2,3.01,96,4.9,3
40,4,"False","Machu Picchu",7,3,3.5,99,4.6,3
56,6,"True","Great Wall of China",8,3.4,2.25,93,4.4,3
45,8,"False","Taj Mahal",2,5,2.68,87,5,5
18,3,"False","Taj Mahal",4,4.3,2.6,95,4.6,4
43,3,"True","Great Wall of China",1,4.9,2.4,96,4.8,5
28,5,"False","Colosseum",1,1.1,2.87,91,4.2,3
39,8,"True","Great Wall of China",1,2.6,3.79,90,4.1,3
21,4,"False","Colosseum",4,3.3,4.02,99,4.9,3
65,8,"True","Colosseum",3,1.1,2.29,93,4.8,3
46,6,"False","Eiffel Tower",2,4.5,1.75,90,4.1,5
51,7,"True","Machu Picchu",1,2.2,4.41,87,4.2,3
68,7,"True","Great Wall of China",3,2.7,4.17,99,4.8,3
59,3,"False","Eiffel Tower",4,2.4,2.45,85,4,3
37,3,"False","Eiffel Tower",5,3.8,4.13,99,4.5,4
64,3,"True","Great Wall of China",5,2.8,3.61,96,4.9,3
62,6,"True","Great Wall of China",6,2.8,3.82,98,4.7,3
51,7,"True","Machu Picchu",3,4.9,2.89,92,4.4,5
68,7,"False","Great Wall of China",3,1.1,3.62,86,4.6,3
60,6,"False","Machu Picchu",5,1.2,2.81,94,4.3,3
46,3,"False","Great Wall of China",5,4.8,1.76,92,4.3,5
66,5,"True","Great Wall of China",1,4.9,4.13,99,4.2,5
66,7,"False","Machu Picchu",5,4.5,1.54,89,4.4,5
45,5,"True","Great Wall of China",5,1.4,3.79,88,4.4,3
34,5,"True","Taj Mahal",3,4.6,4.21,96,4,5
32,7,"False","Taj Mahal",4,3.9,1.53,98,4.8,4
35,6,"False","Machu Picchu",7,3.6,2.07,93,4.4,4
25,3,"True","Great Wall of China",6,2.1,3.95,100,4.2,3
67,3,"True","Machu Picchu",3,3.9,4.17,100,4.1,4
53,8,"False","Eiffel Tower",1,1,1.71,89,4.2,3
41,5,"False","Colosseum",4,3.2,2.16,86,4.1,3
43,7,"False","Machu Picchu",3,2.1,3.2,99,4.4,3
23,7,"False","Great Wall of China",3,1.4,4.11,95,4.2,3
70,5,"False","Eiffel Tower",5,2,1.82,98,4.3,3
26,7,"True","Eiffel Tower",8,1.8,4.5,94,4.6,3
54,6,"False","Great Wall of China",9,2.5,4.14,98,4.5,3
65,4,"False","Eiffel Tower",5,1.3,1.82,88,4,3
45,3,"True","Taj Mahal",6,1.2,3.22,98,5,3
41,4,"False","Machu Picchu",6,4.5,4.07,90,4.3,5
55,3,"False","Colosseum",6,3,3.48,90,4,3
32,5,"True","Taj Mahal",5,4.1,2.82,87,4.2,4
63,8,"False","Machu Picchu",8,3.4,4.14,96,4.1,3
18,3,"False","Machu Picchu",6,3.8,4.92,100,4.3,4
52,7,"False","Colosseum",3,2.6,4.46,98,4.3,3
20,6,"False","Colosseum",5,3.4,2.69,97,4.4,3
19,8,"False","Great Wall of China",4,3.3,2.24,85,4.1,3
40,3,"True","Great Wall of China",2,2,3.43,92,4.4,3
32,6,"False","Great Wall of China",7,3.5,2.53,96,4.8,4
67,6,"False","Eiffel Tower",3,1.6,3.34,90,4,3
43,8,"False","Colosseum",3,2.5,3.02,87,4.7,3
63,3,"True","Taj Mahal",6,2.1,2.52,89,4.4,3
37,5,"True","Machu Picchu",2,2.5,2.63,96,4.2,3
61,3,"True","Eiffel Tower",3,4.5,2.2,99,4.7,5
51,7,"False","Great Wall of China",4,3.8,1.69,96,4.1,4
59,4,"False","Great Wall of China",2,3.1,4.55,99,4.7,3
32,4,"True","Colosseum",3,4.7,4.5,97,4.9,5
57,4,"False","Great Wall of China",3,4.7,3.08,85,4.2,5
33,7,"False","Machu Picchu",8,4.3,4.11,87,4.1,4
50,8,"False","Taj Mahal",8,4.4,2.8,92,4.7,4
42,4,"True","Colosseum",7,2.1,4.25,100,4.9,3
25,8,"False","Great Wall of China",6,3.2,2.06,90,4.1,3
57,8,"False","Colosseum",1,4.2,2.24,97,4.8,4
29,4,"True","Taj Mahal",7,4.9,2.11,91,4.6,5
